date_time,traffic_volume,weather_main,hour,weather_severity,cluster
2012-10-04 18:00:00,4907,Clouds,18,0,5
2012-10-04 19:00:00,3503,Clouds,19,0,1
2012-10-04 20:00:00,3037,Clouds,20,0,1
2012-10-04 21:00:00,2822,Clouds,21,0,1
2012-10-04 22:00:00,1992,Clouds,22,0,1
2012-10-04 23:00:00,1166,Clouds,23,0,1
2012-10-05 00:00:00,627,Clouds,0,0,4
2012-10-05 01:00:00,388,Clouds,1,0,4
2012-10-05 03:00:00,368,Clear,3,0,4
2012-10-05 05:00:00,2489,Clouds,5,0,4
2012-10-05 06:00:00,5537,Clouds,6,0,2
2012-10-05 07:00:00,6628,Clouds,7,0,2
2012-10-05 08:00:00,5534,Clouds,8,0,2
2012-10-05 09:00:00,5403,Clouds,9,0,2
2012-10-05 10:00:00,4770,Clouds,10,0,2
2012-10-05 11:00:00,5217,Clouds,11,0,2
2012-10-05 12:00:00,5870,Clouds,12,0,2
2012-10-05 13:00:00,5967,Clouds,13,0,5
2012-10-05 14:00:00,6108,Clouds,14,0,5
2012-10-05 15:00:00,6128,Clouds,15,0,5
2012-10-05 16:00:00,6069,Clouds,16,0,5
2012-10-05 17:00:00,6169,Clouds,17,0,5
2012-10-05 18:00:00,5384,Clouds,18,0,5
2012-10-05 19:00:00,4063,Clouds,19,0,1
2012-10-05 20:00:00,3364,Clouds,20,0,1
2012-10-05 21:00:00,2971,Clouds,21,0,1
2012-10-05 22:00:00,2450,Clouds,22,0,1
2012-10-05 23:00:00,1832,Clouds,23,0,1
2012-10-06 00:00:00,1231,Clouds,0,0,4
2012-10-06 01:00:00,718,Clouds,1,0,4
2012-10-06 02:00:00,545,Clouds,2,0,4
2012-10-06 04:00:00,411,Clouds,4,0,4
2012-10-06 05:00:00,688,Clouds,5,0,4
2012-10-06 06:00:00,1352,Clear,6,0,4
2012-10-06 07:00:00,2072,Clear,7,0,4
2012-10-06 08:00:00,3342,Clear,8,0,2
2012-10-06 09:00:00,4258,Clouds,9,0,2
2012-10-06 10:00:00,4861,Clouds,10,0,2
2012-10-06 11:00:00,5191,Clouds,11,0,2
2012-10-06 12:00:00,5669,Clouds,12,0,2
2012-10-06 13:00:00,5074,Clouds,13,0,5
2012-10-06 14:00:00,5025,Clouds,14,0,5
2012-10-06 15:00:00,5153,Clouds,15,0,5
2012-10-06 16:00:00,5024,Clouds,16,0,5
2012-10-06 17:00:00,4779,Clouds,17,0,5
2012-10-06 18:00:00,4362,Clouds,18,0,5
2012-10-06 19:00:00,3860,Clouds,19,0,1
2012-10-06 20:00:00,3160,Clouds,20,0,1
2012-10-06 21:00:00,2992,Clouds,21,0,1
2012-10-06 22:00:00,3202,Clouds,22,0,1
2012-10-06 23:00:00,1941,Clouds,23,0,1
2012-10-07 00:00:00,1233,Clouds,0,0,4
2012-10-07 03:00:00,323,Clouds,3,0,4
2012-10-07 04:00:00,312,Clouds,4,0,4
2012-10-07 05:00:00,627,Clouds,5,0,4
2012-10-07 06:00:00,1508,Clouds,6,0,4
2012-10-07 07:00:00,1539,Clouds,7,0,4
2012-10-07 08:00:00,2232,Clouds,8,0,2
2012-10-07 09:00:00,4568,Clouds,9,0,2
2012-10-07 10:00:00,4624,Clouds,10,0,2
2012-10-07 11:00:00,4529,Clouds,11,0,2
2012-10-07 12:00:00,5139,Clouds,12,0,2
2012-10-07 13:00:00,6640,Clouds,13,0,5
2012-10-07 14:00:00,6589,Clouds,14,0,5
2012-10-07 15:00:00,4429,Clouds,15,0,5
2012-10-07 16:00:00,4329,Clouds,16,0,5
2012-10-07 17:00:00,3833,Clouds,17,0,5
2012-10-07 18:00:00,4015,Clouds,18,0,5
2012-10-07 19:00:00,3382,Clouds,19,0,1
2012-10-07 20:00:00,2815,Clouds,20,0,1
2012-10-07 21:00:00,2110,Clouds,21,0,1
2012-10-07 22:00:00,1555,Clouds,22,0,1
2012-10-07 23:00:00,959,Clouds,23,0,1
2012-10-08 00:00:00,455,Clouds,0,0,4
2012-10-08 01:00:00,336,Clouds,1,0,4
2012-10-08 02:00:00,265,Clear,2,0,4
2012-10-08 03:00:00,314,Clear,3,0,4
2012-10-08 04:00:00,779,Clear,4,0,4
2012-10-08 05:00:00,2571,Clear,5,0,4
2012-10-08 06:00:00,5563,Clouds,6,0,2
2012-10-08 07:00:00,6676,Clouds,7,0,2
2012-10-08 08:00:00,5966,Clouds,8,0,2
2012-10-08 09:00:00,4832,Clouds,9,0,2
2012-10-08 10:00:00,4395,Clouds,10,0,2
2012-10-08 11:00:00,4411,Clouds,11,0,2
2012-10-08 12:00:00,4648,Clear,12,0,2
2012-10-08 13:00:00,4602,Clouds,13,0,5
2012-10-08 14:00:00,5125,Clouds,14,0,5
2012-10-08 15:00:00,5502,Clear,15,0,5
2012-10-08 16:00:00,5979,Clear,16,0,5
2012-10-08 17:00:00,5663,Clouds,17,0,5
2012-10-08 18:00:00,4259,Clouds,18,0,5
2012-10-08 19:00:00,3069,Clouds,19,0,1
2012-10-08 20:00:00,2378,Clear,20,0,1
2012-10-08 21:00:00,2030,Clear,21,0,1
2012-10-08 22:00:00,1400,Clear,22,0,1
2012-10-08 23:00:00,917,Clear,23,0,1
2012-10-09 00:00:00,515,Clear,0,0,4
2012-10-09 01:00:00,302,Clear,1,0,4
2012-10-09 02:00:00,251,Clear,2,0,4
2012-10-09 04:00:00,798,Clouds,4,0,4
2012-10-09 05:00:00,2678,Clouds,5,0,4
2012-10-09 06:00:00,5733,Clouds,6,0,2
2012-10-09 07:00:00,6449,Clouds,7,0,2
2012-10-09 08:00:00,5765,Clouds,8,0,2
2012-10-09 09:00:00,5599,Clouds,9,0,2
2012-10-09 10:00:00,4534,Clouds,10,0,2
2012-10-09 11:00:00,4691,Clouds,11,0,2
2012-10-09 12:00:00,5067,Clouds,12,0,2
2012-10-09 13:00:00,5030,Clouds,13,0,5
2012-10-09 14:00:00,5300,Clouds,14,0,5
2012-10-09 15:00:00,5777,Rain,15,0,5
2012-10-09 16:00:00,6349,Clouds,16,0,5
2012-10-09 17:00:00,6127,Clouds,17,0,5
2012-10-09 18:00:00,4460,Clouds,18,0,5
2012-10-09 19:00:00,3418,Clouds,19,0,1
2012-10-09 20:00:00,2775,Clouds,20,0,1
2012-10-09 21:00:00,2306,Clouds,21,0,1
2012-10-09 22:00:00,1846,Clouds,22,0,1
2012-10-09 23:00:00,947,Clouds,23,0,1
2012-10-10 00:00:00,494,Clouds,0,0,4
2012-10-10 01:00:00,332,Clouds,1,0,4
2012-10-10 02:00:00,261,Clouds,2,0,4
2012-10-10 03:00:00,361,Clouds,3,0,4
2012-10-10 06:00:00,5875,Clear,6,0,2
2012-10-10 07:00:00,6793,Rain,7,0,2
2012-10-10 07:00:00,6793,Drizzle,7,0,2
2012-10-10 08:00:00,6283,Rain,8,0,2
2012-10-10 08:00:00,6283,Drizzle,8,0,2
2012-10-10 09:00:00,5680,Rain,9,0,2
2012-10-10 09:00:00,5680,Drizzle,9,0,2
2012-10-10 10:00:00,4632,Clear,10,0,2
2012-10-10 11:00:00,4887,Clear,11,0,2
2012-10-10 12:00:00,5030,Clouds,12,0,2
2012-10-10 13:00:00,5067,Clouds,13,0,5
2012-10-10 14:00:00,5227,Clouds,14,0,5
2012-10-10 15:00:00,5610,Clouds,15,0,5
2012-10-10 16:00:00,6286,Clear,16,0,5
2012-10-10 18:00:00,4775,Clear,18,0,5
2012-10-10 19:00:00,3340,Clear,19,0,1
2012-10-10 20:00:00,3013,Clear,20,0,1
2012-10-10 21:00:00,2603,Clear,21,0,1
2012-10-10 22:00:00,1910,Clear,22,0,1
2012-10-10 23:00:00,1037,Clear,23,0,1
2012-10-11 01:00:00,347,Clear,1,0,4
2012-10-11 03:00:00,350,Clouds,3,0,4
2012-10-11 04:00:00,850,Clouds,4,0,4
2012-10-11 05:00:00,2791,Clouds,5,0,4
2012-10-11 06:00:00,5809,Clear,6,0,2
2012-10-11 07:00:00,6798,Clear,7,0,2
2012-10-11 08:00:00,6304,Clear,8,0,2
2012-10-11 09:00:00,5291,Clouds,9,0,2
2012-10-11 10:00:00,4638,Clear,10,0,2
2012-10-11 14:00:00,5557,Clear,14,0,5
2012-10-11 15:00:00,5818,Clear,15,0,5
2012-10-11 16:00:00,6272,Clouds,16,0,5
2012-10-11 17:00:00,5944,Clouds,17,0,5
2012-10-11 18:00:00,4949,Clouds,18,0,5
2012-10-11 19:00:00,3511,Clouds,19,0,1
2012-10-11 20:00:00,3039,Clouds,20,0,1
2012-10-11 21:00:00,2679,Clouds,21,0,1
2012-10-11 22:00:00,2094,Clouds,22,0,1
2012-10-11 23:00:00,1284,Clouds,23,0,1
2012-10-12 00:00:00,630,Clouds,0,0,4
2012-10-12 01:00:00,410,Clouds,1,0,4
2012-10-12 02:00:00,331,Clouds,2,0,4
2012-10-12 03:00:00,372,Drizzle,3,0,4
2012-10-12 04:00:00,739,Rain,4,0,4
2012-10-12 05:00:00,2561,Drizzle,5,0,4
2012-10-12 06:00:00,5586,Clouds,6,0,2
2012-10-12 07:00:00,6992,Clouds,7,0,2
2012-10-12 08:00:00,5860,Clouds,8,0,2
2012-10-12 09:00:00,5230,Clouds,9,0,2
2012-10-12 10:00:00,4864,Clouds,10,0,2
2012-10-12 11:00:00,5146,Clouds,11,0,2
2012-10-12 12:00:00,5526,Clouds,12,0,2
2012-10-12 13:00:00,5383,Clouds,13,0,5
2012-10-12 14:00:00,5758,Clouds,14,0,5
2012-10-12 15:00:00,5889,Clouds,15,0,5
2012-10-12 16:00:00,6057,Clouds,16,0,5
2012-10-12 17:00:00,6028,Clouds,17,0,5
2012-10-12 18:00:00,5257,Clouds,18,0,5
2012-10-12 23:00:00,1897,Clear,23,0,1
2012-10-13 00:00:00,1335,Clear,0,0,4
2012-10-13 01:00:00,769,Clear,1,0,4
2012-10-13 02:00:00,570,Clear,2,0,4
2012-10-13 03:00:00,413,Clouds,3,0,4
2012-10-13 04:00:00,399,Clear,4,0,4
2012-10-13 05:00:00,740,Clear,5,0,4
2012-10-13 06:00:00,1420,Clear,6,0,4
2012-10-13 07:00:00,2220,Clouds,7,0,2
2012-10-13 08:00:00,3479,Clouds,8,0,2
2012-10-13 09:00:00,4546,Clouds,9,0,2
2012-10-13 10:00:00,4579,Clouds,10,0,2
2012-10-13 11:00:00,4438,Clear,11,0,2
2012-10-13 12:00:00,4623,Clear,12,0,2
2012-10-13 13:00:00,4440,Clear,13,0,5
2012-10-13 14:00:00,4495,Clear,14,0,5
2012-10-13 15:00:00,4483,Clear,15,0,5
2012-10-13 16:00:00,4591,Clear,16,0,5
2012-10-13 17:00:00,4477,Clear,17,0,5
2012-10-13 18:00:00,4221,Clear,18,0,5
2012-10-13 19:00:00,3672,Clouds,19,0,1
2012-10-13 20:00:00,3015,Clear,20,0,1
2012-10-13 21:00:00,2769,Clouds,21,0,1
2012-10-13 22:00:00,2875,Clouds,22,0,1
2012-10-13 23:00:00,1931,Clouds,23,0,1
2012-10-14 00:00:00,1309,Clouds,0,0,4
2012-10-14 01:00:00,870,Clouds,1,0,4
2012-10-14 02:00:00,654,Clouds,2,0,4
2012-10-14 03:00:00,364,Clouds,3,0,4
2012-10-14 04:00:00,262,Clouds,4,0,4
2012-10-14 05:00:00,505,Clouds,5,0,4
2012-10-14 06:00:00,861,Clouds,6,0,4
2012-10-14 07:00:00,1132,Clouds,7,0,4
2012-10-14 08:00:00,1797,Mist,8,1,0
2012-10-14 09:00:00,2685,Drizzle,9,0,2
2012-10-14 09:00:00,2685,Mist,9,1,0
2012-10-14 09:00:00,2685,Haze,9,1,0
2012-10-14 10:00:00,3370,Drizzle,10,0,2
2012-10-14 10:00:00,3370,Mist,10,1,0
2012-10-14 11:00:00,3662,Drizzle,11,0,2
2012-10-14 11:00:00,3662,Mist,11,1,0
2012-10-14 12:00:00,4076,Mist,12,1,0
2012-10-14 12:00:00,4076,Rain,12,0,2
2012-10-14 12:00:00,4076,Drizzle,12,0,2
2012-10-14 13:00:00,4128,Rain,13,0,5
2012-10-14 13:00:00,4128,Mist,13,1,0
2012-10-14 13:00:00,4128,Drizzle,13,0,5
2012-10-14 14:00:00,4358,Mist,14,1,0
2012-10-14 14:00:00,4358,Rain,14,0,5
2012-10-14 14:00:00,4358,Drizzle,14,0,5
2012-10-14 15:00:00,4342,Mist,15,1,5
2012-10-14 15:00:00,4342,Rain,15,0,5
2012-10-14 16:00:00,4234,Mist,16,1,5
2012-10-14 17:00:00,4271,Rain,17,0,5
2012-10-14 17:00:00,4271,Mist,17,1,5
2012-10-14 18:00:00,4080,Mist,18,1,5
2012-10-14 19:00:00,3453,Mist,19,1,1
2012-10-14 20:00:00,2718,Mist,20,1,1
2012-10-14 21:00:00,2439,Mist,21,1,1
2012-10-14 22:00:00,1819,Mist,22,1,3
2012-10-14 23:00:00,1002,Mist,23,1,3
2012-10-14 23:00:00,1002,Fog,23,2,3
2012-10-15 00:00:00,542,Mist,0,1,3
2012-10-15 00:00:00,542,Fog,0,2,3
2012-10-15 01:00:00,303,Fog,1,2,3
2012-10-15 02:00:00,239,Fog,2,2,3
2012-10-15 03:00:00,335,Mist,3,1,3
2012-10-15 03:00:00,335,Fog,3,2,3
2012-10-15 04:00:00,810,Mist,4,1,3
2012-10-15 04:00:00,810,Fog,4,2,3
2012-10-15 05:00:00,2606,Mist,5,1,3
2012-10-15 05:00:00,2606,Fog,5,2,3
2012-10-15 06:00:00,5714,Mist,6,1,0
2012-10-15 07:00:00,6798,Mist,7,1,0
2012-10-15 08:00:00,6114,Mist,8,1,0
2012-10-15 09:00:00,5094,Mist,9,1,0
2012-10-15 10:00:00,4473,Mist,10,1,0
2012-10-15 11:00:00,4529,Clouds,11,0,2
2012-10-15 12:00:00,4823,Clear,12,0,2
2012-10-15 13:00:00,4872,Clouds,13,0,5
2012-10-15 14:00:00,5238,Clear,14,0,5
2012-10-15 15:00:00,5584,Clear,15,0,5
2012-10-15 16:00:00,6246,Clouds,16,0,5
2012-10-15 17:00:00,5957,Clouds,17,0,5
2012-10-15 18:00:00,4535,Clouds,18,0,5
2012-10-15 19:00:00,3234,Clouds,19,0,1
2012-10-15 20:00:00,2677,Clouds,20,0,1
2012-10-15 21:00:00,2077,Clouds,21,0,1
2012-10-15 22:00:00,1380,Clouds,22,0,1
2012-10-15 23:00:00,927,Clouds,23,0,1
2012-10-16 00:00:00,500,Clouds,0,0,4
2012-10-16 01:00:00,324,Clear,1,0,4
2012-10-16 02:00:00,257,Clear,2,0,4
2012-10-16 03:00:00,354,Clear,3,0,4
2012-10-16 04:00:00,769,Clear,4,0,4
2012-10-16 05:00:00,2769,Clear,5,0,4
2012-10-16 06:00:00,5789,Clear,6,0,2
2012-10-16 07:00:00,7055,Clouds,7,0,2
2012-10-16 08:00:00,6408,Clouds,8,0,2
2012-10-16 09:00:00,5254,Clouds,9,0,2
2012-10-16 10:00:00,4547,Clouds,10,0,2
2012-10-16 11:00:00,4784,Clouds,11,0,2
2012-10-16 12:00:00,5015,Clouds,12,0,2
2012-10-16 13:00:00,5057,Clear,13,0,5
2012-10-16 14:00:00,5430,Clouds,14,0,5
2012-10-16 15:00:00,5813,Clouds,15,0,5
2012-10-16 16:00:00,6496,Clouds,16,0,5
2012-10-16 17:00:00,6429,Clouds,17,0,5
2012-10-16 18:00:00,5142,Clouds,18,0,5
2012-10-16 19:00:00,3311,Rain,19,0,1
2012-10-16 20:00:00,2777,Clouds,20,0,1
2012-10-16 21:00:00,2331,Clouds,21,0,1
2012-10-16 22:00:00,1767,Clouds,22,0,1
2012-10-16 23:00:00,1093,Clouds,23,0,1
2012-10-17 00:00:00,554,Clouds,0,0,4
2012-10-17 01:00:00,333,Clouds,1,0,4
2012-10-17 02:00:00,267,Clouds,2,0,4
2012-10-17 03:00:00,358,Clouds,3,0,4
2012-10-17 04:00:00,777,Clouds,4,0,4
2012-10-17 05:00:00,2732,Clouds,5,0,4
2012-10-17 06:00:00,5637,Clouds,6,0,2
2012-10-17 07:00:00,5564,Clouds,7,0,2
2012-10-17 08:00:00,6274,Clouds,8,0,2
2012-10-17 09:00:00,5403,Rain,9,0,2
2012-10-17 09:00:00,5403,Rain,9,0,2
2012-10-17 10:00:00,4680,Clouds,10,0,2
2012-10-17 11:00:00,4642,Clouds,11,0,2
2012-10-17 12:00:00,4979,Clear,12,0,2
2012-10-17 13:00:00,4851,Clear,13,0,5
2012-10-17 14:00:00,4291,Clear,14,0,5
2012-10-17 15:00:00,4714,Clear,15,0,5
2012-10-17 16:00:00,6723,Clear,16,0,5
2012-10-17 17:00:00,6180,Clear,17,0,5
2012-10-17 18:00:00,4843,Clouds,18,0,5
2012-10-17 19:00:00,3435,Clouds,19,0,1
2012-10-17 20:00:00,2921,Clouds,20,0,1
2012-10-17 21:00:00,2763,Clouds,21,0,1
2012-10-17 22:00:00,1930,Clouds,22,0,1
2012-10-17 23:00:00,1160,Clouds,23,0,1
2012-10-18 00:00:00,654,Clouds,0,0,4
2012-10-18 01:00:00,374,Clouds,1,0,4
2012-10-18 02:00:00,301,Mist,2,1,3
2012-10-18 03:00:00,397,Mist,3,1,3
2012-10-18 04:00:00,794,Clouds,4,0,4
2012-10-18 05:00:00,2564,Mist,5,1,3
2012-10-18 06:00:00,5358,Clouds,6,0,2
2012-10-18 07:00:00,6441,Clouds,7,0,2
2012-10-18 08:00:00,5536,Clouds,8,0,2
2012-10-18 09:00:00,5256,Rain,9,0,2
2012-10-18 10:00:00,4619,Clouds,10,0,2
2012-10-18 11:00:00,5107,Clouds,11,0,2
2012-10-18 12:00:00,5147,Rain,12,0,2
2012-10-18 13:00:00,5283,Clouds,13,0,5
2012-10-18 14:00:00,5704,Clouds,14,0,5
2012-10-18 15:00:00,5887,Clouds,15,0,5
2012-10-18 16:00:00,6307,Clouds,16,0,5
2012-10-18 17:00:00,5953,Clouds,17,0,5
2012-10-18 18:00:00,4519,Clouds,18,0,5
2012-10-18 19:00:00,3427,Drizzle,19,0,1
2012-10-18 20:00:00,2921,Rain,20,0,1
2012-10-18 21:00:00,2649,Drizzle,21,0,1
2012-10-18 22:00:00,2005,Clouds,22,0,1
2012-10-18 23:00:00,1177,Clouds,23,0,1
2012-10-19 00:00:00,699,Clouds,0,0,4
2012-10-19 01:00:00,436,Mist,1,1,3
2012-10-19 02:00:00,353,Drizzle,2,0,4
2012-10-19 02:00:00,353,Mist,2,1,3
2012-10-19 03:00:00,399,Mist,3,1,3
2012-10-19 04:00:00,720,Drizzle,4,0,4
2012-10-19 04:00:00,720,Mist,4,1,3
2012-10-19 04:00:00,720,Rain,4,0,4
2012-10-19 04:00:00,720,Drizzle,4,0,4
2012-10-19 05:00:00,2370,Mist,5,1,3
2012-10-19 05:00:00,2370,Rain,5,0,4
2012-10-19 06:00:00,5162,Drizzle,6,0,2
2012-10-19 06:00:00,5162,Mist,6,1,0
2012-10-19 06:00:00,5162,Rain,6,0,2
2012-10-19 07:00:00,5777,Mist,7,1,0
2012-10-19 07:00:00,5777,Rain,7,0,2
2012-10-19 08:00:00,5235,Drizzle,8,0,2
2012-10-19 08:00:00,5235,Mist,8,1,0
2012-10-19 08:00:00,5235,Rain,8,0,2
2012-10-19 09:00:00,4606,Rain,9,0,2
2012-10-19 09:00:00,4606,Mist,9,1,0
2012-10-19 10:00:00,4328,Mist,10,1,0
2012-10-19 11:00:00,4282,Clouds,11,0,2
2012-10-19 12:00:00,4489,Clouds,12,0,2
2012-10-19 13:00:00,4908,Clouds,13,0,5
2012-10-19 14:00:00,5620,Mist,14,1,0
2012-10-19 15:00:00,5849,Mist,15,1,5
2012-10-19 15:00:00,5849,Drizzle,15,0,5
2012-10-19 16:00:00,4945,Rain,16,0,5
2012-10-19 17:00:00,4619,Rain,17,0,5
2012-10-19 18:00:00,4479,Clouds,18,0,5
2012-10-19 19:00:00,3804,Clouds,19,0,1
2012-10-19 20:00:00,2908,Clouds,20,0,1
2012-10-19 21:00:00,2942,Mist,21,1,1
2012-10-19 22:00:00,3077,Drizzle,22,0,1
2012-10-19 22:00:00,3077,Drizzle,22,0,1
2012-10-19 23:00:00,2051,Mist,23,1,3
2012-10-19 23:00:00,2051,Rain,23,0,1
2012-10-19 23:00:00,2051,Drizzle,23,0,1
2012-10-20 00:00:00,1270,Rain,0,0,4
2012-10-20 00:00:00,1270,Rain,0,0,4
2012-10-20 01:00:00,773,Drizzle,1,0,4
2012-10-20 01:00:00,773,Rain,1,0,4
2012-10-20 02:00:00,589,Drizzle,2,0,4
2012-10-20 03:00:00,432,Drizzle,3,0,4
2012-10-20 03:00:00,432,Mist,3,1,3
2012-10-20 04:00:00,401,Mist,4,1,3
2012-10-20 04:00:00,401,Drizzle,4,0,4
2012-10-20 04:00:00,401,Rain,4,0,4
2012-10-20 05:00:00,759,Rain,5,0,4
2012-10-20 05:00:00,759,Mist,5,1,3
2012-10-20 05:00:00,759,Drizzle,5,0,4
2012-10-20 06:00:00,1313,Rain,6,0,4
2012-10-20 06:00:00,1313,Mist,6,1,3
2012-10-20 06:00:00,1313,Drizzle,6,0,4
2012-10-20 07:00:00,1824,Rain,7,0,4
2012-10-20 07:00:00,1824,Mist,7,1,3
2012-10-20 07:00:00,1824,Drizzle,7,0,4
2012-10-20 08:00:00,2787,Rain,8,0,2
2012-10-20 08:00:00,2787,Mist,8,1,0
2012-10-20 08:00:00,2787,Drizzle,8,0,2
2012-10-20 09:00:00,3713,Rain,9,0,2
2012-10-20 09:00:00,3713,Drizzle,9,0,2
2012-10-20 09:00:00,3713,Mist,9,1,0
2012-10-20 09:00:00,3713,Drizzle,9,0,2
2012-10-20 10:00:00,3815,Rain,10,0,2
2012-10-20 10:00:00,3815,Drizzle,10,0,2
2012-10-20 10:00:00,3815,Mist,10,1,0
2012-10-20 10:00:00,3815,Rain,10,0,2
2012-10-20 11:00:00,4339,Rain,11,0,2
2012-10-20 11:00:00,4339,Mist,11,1,0
2012-10-20 11:00:00,4339,Drizzle,11,0,2
2012-10-20 12:00:00,4613,Rain,12,0,2
2012-10-20 12:00:00,4613,Mist,12,1,0
2012-10-20 12:00:00,4613,Rain,12,0,2
2012-10-20 12:00:00,4613,Rain,12,0,2
2012-10-20 13:00:00,4507,Rain,13,0,5
2012-10-20 14:00:00,4452,Clouds,14,0,5
2012-10-20 15:00:00,4636,Clouds,15,0,5
2012-10-20 16:00:00,4810,Clouds,16,0,5
2012-10-20 17:00:00,5125,Clouds,17,0,5
2012-10-20 18:00:00,4337,Clouds,18,0,5
2012-10-20 19:00:00,3644,Clouds,19,0,1
2012-10-20 20:00:00,3107,Clouds,20,0,1
2012-10-20 21:00:00,2929,Clouds,21,0,1
2012-10-20 22:00:00,2865,Mist,22,1,1
2012-10-20 23:00:00,2340,Fog,23,2,3
2012-10-21 00:00:00,1372,Mist,0,1,3
2012-10-21 08:00:00,1928,Fog,8,2,0
2012-10-21 08:00:00,1928,Mist,8,1,0
2012-10-21 17:00:00,4695,Clouds,17,0,5
2012-10-21 18:00:00,4335,Clouds,18,0,5
2012-10-21 22:00:00,1583,Clouds,22,0,1
2012-10-21 23:00:00,959,Clouds,23,0,1
2012-10-22 00:00:00,498,Clouds,0,0,4
2012-10-22 01:00:00,306,Clouds,1,0,4
2012-10-22 02:00:00,259,Clouds,2,0,4
2012-10-22 03:00:00,324,Clouds,3,0,4
2012-10-22 04:00:00,806,Mist,4,1,3
2012-10-22 05:00:00,2622,Mist,5,1,3
2012-10-22 06:00:00,5456,Mist,6,1,0
2012-10-22 10:00:00,4324,Clear,10,0,2
2012-10-22 11:00:00,4378,Clouds,11,0,2
2012-10-22 12:00:00,4639,Clouds,12,0,2
2012-10-22 13:00:00,4546,Clouds,13,0,5
2012-10-22 14:00:00,5006,Clouds,14,0,5
2012-10-22 15:00:00,5361,Clouds,15,0,5
2012-10-22 16:00:00,6101,Clouds,16,0,5
2012-10-22 17:00:00,5781,Clouds,17,0,5
2012-10-22 18:00:00,4272,Clouds,18,0,5
2012-10-22 19:00:00,3091,Clouds,19,0,1
2012-10-22 20:00:00,2434,Clear,20,0,1
2012-10-22 21:00:00,1984,Clear,21,0,1
2012-10-22 22:00:00,1383,Clouds,22,0,1
2012-10-22 23:00:00,959,Clouds,23,0,1
2012-10-23 00:00:00,511,Clouds,0,0,4
2012-10-23 01:00:00,346,Clouds,1,0,4
2012-10-23 02:00:00,253,Clouds,2,0,4
2012-10-23 03:00:00,349,Clouds,3,0,4
2012-10-23 04:00:00,807,Clouds,4,0,4
2012-10-23 05:00:00,2669,Clouds,5,0,4
2012-10-23 06:00:00,5210,Clouds,6,0,2
2012-10-23 07:00:00,6083,Clouds,7,0,2
2012-10-23 08:00:00,5790,Clouds,8,0,2
2012-10-23 09:00:00,5484,Clouds,9,0,2
2012-10-23 10:00:00,4407,Clouds,10,0,2
2012-10-23 11:00:00,4725,Clouds,11,0,2
2012-10-23 12:00:00,4826,Clouds,12,0,2
2012-10-23 13:00:00,4945,Rain,13,0,5
